code,term
B6012,"Conjunctivitis due to Acanthamoeba"
B6013,"Keratoconjunctivitis due to Acanthamoeba"
B6019,"Other acanthamebic disease"
B602,"Naegleriasis"
B608,"Other specified protozoal diseases"
B64,"Unspecified protozoal disease"
B650,"Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]"
B651,"Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]"
B652,"Schistosomiasis due to Schistosoma japonicum"
B653,"Cercarial dermatitis"
B658,"Other schistosomiasis"
B660,"Opisthorchiasis"
B661,"Clonorchiasis"
B662,"Dicroceliasis"
B663,"Fascioliasis"
B664,"Paragonimiasis"
B665,"Fasciolopsiasis"
B668,"Other specified fluke infections"
B670,"Echinococcus granulosus infection of liver"
B671,"Echinococcus granulosus infection of lung"
B672,"Echinococcus granulosus infection of bone"
B675,"Echinococcus multilocularis infection of liver"
B6799,"Other echinococcosis"
B680,"Taenia solium taeniasis"
B681,"Taenia saginata taeniasis"
B690,"Cysticercosis of central nervous system"
B691,"Cysticercosis of eye"
B6981,"Myositis in cysticercosis"
B6989,"Cysticercosis of other sites"
B700,"Diphyllobothriasis"
B701,"Sparganosis"
B710,"Hymenolepiasis"
B711,"Dipylidiasis"
B718,"Other specified cestode infections"
B72,"Dracunculiasis"
B7301,"Onchocerciasis with endophthalmitis"
B7302,"Onchocerciasis with glaucoma"
B7309,"Onchocerciasis with other eye involvement"
B731,"Onchocerciasis without eye disease"
B740,"Filariasis due to Wuchereria bancrofti"
B741,"Filariasis due to Brugia malayi"
B742,"Filariasis due to Brugia timori"
B743,"Loiasis"
B744,"Mansonelliasis"
B748,"Other filariases"
B75,"Trichinellosis"
B760,"Ancylostomiasis"
B761,"Necatoriasis"
B768,"Other hookworm diseases"
B770,"Ascariasis with intestinal complications"
B7781,"Ascariasis pneumonia"
B7789,"Ascariasis with other complications"
B780,"Intestinal strongyloidiasis"
B781,"Cutaneous strongyloidiasis"
B787,"Disseminated strongyloidiasis"
B79,"Trichuriasis"
B80,"Enterobiasis"
B810,"Anisakiasis"
B811,"Intestinal capillariasis"
B812,"Trichostrongyliasis"
B813,"Intestinal angiostrongyliasis"
B814,"Mixed intestinal helminthiases"
B818,"Other specified intestinal helminthiases"
B830,"Visceral larva migrans"
B831,"Gnathostomiasis"
B832,"Angiostrongyliasis due to Parastrongylus cantonensis"
B833,"Syngamiasis"
B834,"Internal hirudiniasis"
B838,"Other specified helminthiases"
B850,"Pediculosis due to Pediculus humanus capitis"
B851,"Pediculosis due to Pediculus humanus corporis"
B853,"Phthiriasis"
B854,"Mixed pediculosis and phthiriasis"
B86,"Scabies"
B870,"Cutaneous myiasis"
B871,"Wound myiasis"
B872,"Ocular myiasis"
B873,"Nasopharyngeal myiasis"
B874,"Aural myiasis"
B8781,"Genitourinary myiasis"
B8782,"Intestinal myiasis"
B8789,"Myiasis of other sites"
B8801,"Infestation by Demodex mites"
B8809,"Other acariasis"
B881,"Tungiasis [sandflea infestation]"
B882,"Other arthropod infestations"
B883,"External hirudiniasis"
B888,"Other specified infestations"
B89,"Unspecified parasitic disease"
B900,"Sequelae of central nervous system tuberculosis"
B901,"Sequelae of genitourinary tuberculosis"
B902,"Sequelae of tuberculosis of bones and joints"
B908,"Sequelae of tuberculosis of other organs"
B909,"Sequelae of respiratory and unspecified tuberculosis"
B91,"Sequelae of poliomyelitis"
B92,"Sequelae of leprosy"
B940,"Sequelae of trachoma"
B941,"Sequelae of viral encephalitis"
B942,"Sequelae of viral hepatitis"
B948,"Sequelae of other specified infectious and parasitic diseases"
B949,"Sequelae of unspecified infectious and parasitic disease"
B952,"Enterococcus as the cause of diseases classified elsewhere"
B953,"Streptococcus pneumoniae as the cause of diseases classified elsewhere"
B954,"Other streptococcus as the cause of diseases classified elsewhere"
B955,"Unspecified streptococcus as the cause of diseases classified elsewhere"
B9561,"Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere"
B9562,"Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere"
B957,"Other staphylococcus as the cause of diseases classified elsewhere"
B958,"Unspecified staphylococcus as the cause of diseases classified elsewhere"
B960,"Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere"
B961,"Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere"
B9620,"Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere"
B9621,"Shiga toxin-producing Escherichia coli [E. coli] [STEC] O157 as the cause of diseases classified elsewhere"
B9622,"Other specified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere"
B9623,"Unspecified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere"
B9629,"Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere"
B963,"Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere"
B964,"Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere"
B965,"Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere"
B966,"Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere"
B967,"Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere"
B9681,"Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere"
B9682,"Vibrio vulnificus as the cause of diseases classified elsewhere"
B9683,"Acinetobacter baumannii as the cause of diseases classified elsewhere"
B9689,"Other specified bacterial agents as the cause of diseases classified elsewhere"
B970,"Adenovirus as the cause of diseases classified elsewhere"
B9710,"Unspecified enterovirus as the cause of diseases classified elsewhere"
B9711,"Coxsackievirus as the cause of diseases classified elsewhere"
B9712,"Echovirus as the cause of diseases classified elsewhere"
B9719,"Other enterovirus as the cause of diseases classified elsewhere"
B9721,"SARS-associated coronavirus as the cause of diseases classified elsewhere"
B9729,"Other coronavirus as the cause of diseases classified elsewhere"
B9730,"Unspecified retrovirus as the cause of diseases classified elsewhere"
B9731,"Lentivirus as the cause of diseases classified elsewhere"
B9732,"Oncovirus as the cause of diseases classified elsewhere"
B9739,"Other retrovirus as the cause of diseases classified elsewhere"
B974,"Respiratory syncytial virus as the cause of diseases classified elsewhere"
B975,"Reovirus as the cause of diseases classified elsewhere"
B976,"Parvovirus as the cause of diseases classified elsewhere"
B977,"Papillomavirus as the cause of diseases classified elsewhere"
B9781,"Human metapneumovirus as the cause of diseases classified elsewhere"
B9789,"Other viral agents as the cause of diseases classified elsewhere"
B998,"Other infectious disease"
B999,"Unspecified infectious disease"
C000,"Malignant neoplasm of external upper lip"
C001,"Malignant neoplasm of external lower lip"
C008,"Malignant neoplasm of overlapping sites of lip"
C01,"Malignant neoplasm of base of tongue"
C020,"Malignant neoplasm of dorsal surface of tongue"
C021,"Malignant neoplasm of border of tongue"
C022,"Malignant neoplasm of ventral surface of tongue"
C024,"Malignant neoplasm of lingual tonsil"
C028,"Malignant neoplasm of overlapping sites of tongue"
C030,"Malignant neoplasm of upper gum"
C031,"Malignant neoplasm of lower gum"
C040,"Malignant neoplasm of anterior floor of mouth"
C041,"Malignant neoplasm of lateral floor of mouth"
C048,"Malignant neoplasm of overlapping sites of floor of mouth"
C050,"Malignant neoplasm of hard palate"
C051,"Malignant neoplasm of soft palate"
C052,"Malignant neoplasm of uvula"
C058,"Malignant neoplasm of overlapping sites of palate"
C060,"Malignant neoplasm of cheek mucosa"
C061,"Malignant neoplasm of vestibule of mouth"
C062,"Malignant neoplasm of retromolar area"
C0680,"Malignant neoplasm of overlapping sites of unspecified parts of mouth"
C0689,"Malignant neoplasm of overlapping sites of other parts of mouth"
C07,"Malignant neoplasm of parotid gland"
C080,"Malignant neoplasm of submandibular gland"
C081,"Malignant neoplasm of sublingual gland"
C090,"Malignant neoplasm of tonsillar fossa"
C091,"Malignant neoplasm of tonsillar pillar (anterior) (posterior)"
C098,"Malignant neoplasm of overlapping sites of tonsil"
C100,"Malignant neoplasm of vallecula"
C101,"Malignant neoplasm of anterior surface of epiglottis"
C102,"Malignant neoplasm of lateral wall of oropharynx"
C103,"Malignant neoplasm of posterior wall of oropharynx"
C104,"Malignant neoplasm of branchial cleft"
C108,"Malignant neoplasm of overlapping sites of oropharynx"
C110,"Malignant neoplasm of superior wall of nasopharynx"
C111,"Malignant neoplasm of posterior wall of nasopharynx"
C112,"Malignant neoplasm of lateral wall of nasopharynx"
C113,"Malignant neoplasm of anterior wall of nasopharynx"
C118,"Malignant neoplasm of overlapping sites of nasopharynx"
C12,"Malignant neoplasm of pyriform sinus"
C130,"Malignant neoplasm of postcricoid region"
C132,"Malignant neoplasm of posterior wall of hypopharynx"
C138,"Malignant neoplasm of overlapping sites of hypopharynx"
C142,"Malignant neoplasm of Waldeyer's ring"
C153,"Malignant neoplasm of upper third of esophagus"
C154,"Malignant neoplasm of middle third of esophagus"
C155,"Malignant neoplasm of lower third of esophagus"
C158,"Malignant neoplasm of overlapping sites of esophagus"
C160,"Malignant neoplasm of cardia"
C161,"Malignant neoplasm of fundus of stomach"
C162,"Malignant neoplasm of body of stomach"
C163,"Malignant neoplasm of pyloric antrum"
C164,"Malignant neoplasm of pylorus"
C168,"Malignant neoplasm of overlapping sites of stomach"
C170,"Malignant neoplasm of duodenum"
C171,"Malignant neoplasm of jejunum"
C172,"Malignant neoplasm of ileum"
C178,"Malignant neoplasm of overlapping sites of small intestine"
C180,"Malignant neoplasm of cecum"
C181,"Malignant neoplasm of appendix"
C182,"Malignant neoplasm of ascending colon"
C183,"Malignant neoplasm of hepatic flexure"
C184,"Malignant neoplasm of transverse colon"
C185,"Malignant neoplasm of splenic flexure"
C186,"Malignant neoplasm of descending colon"
C187,"Malignant neoplasm of sigmoid colon"
C188,"Malignant neoplasm of overlapping sites of colon"
C19,"Malignant neoplasm of rectosigmoid junction"
C20,"Malignant neoplasm of rectum"
C211,"Malignant neoplasm of anal canal"
C212,"Malignant neoplasm of cloacogenic zone"
C220,"Liver cell carcinoma"
C221,"Intrahepatic bile duct carcinoma"
C222,"Hepatoblastoma"
C223,"Angiosarcoma of liver"
C224,"Other sarcomas of liver"
C227,"Other specified carcinomas of liver"
C23,"Malignant neoplasm of gallbladder"
C240,"Malignant neoplasm of extrahepatic bile duct"
C241,"Malignant neoplasm of ampulla of Vater"
C248,"Malignant neoplasm of overlapping sites of biliary tract"
C250,"Malignant neoplasm of head of pancreas"
C251,"Malignant neoplasm of body of pancreas"
C252,"Malignant neoplasm of tail of pancreas"
C253,"Malignant neoplasm of pancreatic duct"
C254,"Malignant neoplasm of endocrine pancreas"
C257,"Malignant neoplasm of other parts of pancreas"
C258,"Malignant neoplasm of overlapping sites of pancreas"
C261,"Malignant neoplasm of spleen"
C269,"Malignant neoplasm of ill-defined sites within the digestive system"
C300,"Malignant neoplasm of nasal cavity"
C301,"Malignant neoplasm of middle ear"
C310,"Malignant neoplasm of maxillary sinus"
C311,"Malignant neoplasm of ethmoidal sinus"
C312,"Malignant neoplasm of frontal sinus"
C313,"Malignant neoplasm of sphenoid sinus"
C318,"Malignant neoplasm of overlapping sites of accessory sinuses"
C320,"Malignant neoplasm of glottis"
C321,"Malignant neoplasm of supraglottis"
C322,"Malignant neoplasm of subglottis"
C323,"Malignant neoplasm of laryngeal cartilage"
C328,"Malignant neoplasm of overlapping sites of larynx"
C33,"Malignant neoplasm of trachea"
C3400,"Malignant neoplasm of unspecified main bronchus"
C3401,"Malignant neoplasm of right main bronchus"
C3402,"Malignant neoplasm of left main bronchus"
C3480,"Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
C3481,"Malignant neoplasm of overlapping sites of right bronchus and lung"
C3482,"Malignant neoplasm of overlapping sites of left bronchus and lung"
C3490,"Malignant neoplasm of unspecified part of unspecified bronchus or lung"
C3491,"Malignant neoplasm of unspecified part of right bronchus or lung"
C3492,"Malignant neoplasm of unspecified part of left bronchus or lung"
C37,"Malignant neoplasm of thymus"
C380,"Malignant neoplasm of heart"
C381,"Malignant neoplasm of anterior mediastinum"
C382,"Malignant neoplasm of posterior mediastinum"
C384,"Malignant neoplasm of pleura"
C4000,"Malignant neoplasm of scapula and long bones of unspecified upper limb"
C4001,"Malignant neoplasm of scapula and long bones of right upper limb"
C4002,"Malignant neoplasm of scapula and long bones of left upper limb"
C4010,"Malignant neoplasm of short bones of unspecified upper limb"
C4011,"Malignant neoplasm of short bones of right upper limb"
C4012,"Malignant neoplasm of short bones of left upper limb"
C4020,"Malignant neoplasm of long bones of unspecified lower limb"
C4021,"Malignant neoplasm of long bones of right lower limb"
C4022,"Malignant neoplasm of long bones of left lower limb"
C4030,"Malignant neoplasm of short bones of unspecified lower limb"
C4031,"Malignant neoplasm of short bones of right lower limb"
C4032,"Malignant neoplasm of short bones of left lower limb"
C4080,"Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb"
C4081,"Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb"
C4082,"Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb"
C4090,"Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb"
C4091,"Malignant neoplasm of unspecified bones and articular cartilage of right limb"
C4092,"Malignant neoplasm of unspecified bones and articular cartilage of left limb"
C410,"Malignant neoplasm of bones of skull and face"
C411,"Malignant neoplasm of mandible"
C412,"Malignant neoplasm of vertebral column"
C430,"Malignant melanoma of lip"
C4320,"Malignant melanoma of unspecified ear and external auricular canal"
C4321,"Malignant melanoma of right ear and external auricular canal"
C4322,"Malignant melanoma of left ear and external auricular canal"
C4330,"Malignant melanoma of unspecified part of face"
C4331,"Malignant melanoma of nose"
C4339,"Malignant melanoma of other parts of face"
C434,"Malignant melanoma of scalp and neck"
C4351,"Malignant melanoma of anal skin"
C4352,"Malignant melanoma of skin of breast"
C4359,"Malignant melanoma of other part of trunk"
C438,"Malignant melanoma of overlapping sites of skin"
C4400,"Unspecified malignant neoplasm of skin of lip"
C4401,"Basal cell carcinoma of skin of lip"
C4402,"Squamous cell carcinoma of skin of lip"
C4409,"Other specified malignant neoplasm of skin of lip"
C44201,"Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal"
C44202,"Unspecified malignant neoplasm of skin of right ear and external auricular canal"
C44209,"Unspecified malignant neoplasm of skin of left ear and external auricular canal"
C44211,"Basal cell carcinoma of skin of unspecified ear and external auricular canal"
C44212,"Basal cell carcinoma of skin of right ear and external auricular canal"
C44219,"Basal cell carcinoma of skin of left ear and external auricular canal"
C44221,"Squamous cell carcinoma of skin of unspecified ear and external auricular canal"
C44222,"Squamous cell carcinoma of skin of right ear and external auricular canal"
C44229,"Squamous cell carcinoma of skin of left ear and external auricular canal"
C44291,"Other specified malignant neoplasm of skin of unspecified ear and external auricular canal"
C44292,"Other specified malignant neoplasm of skin of right ear and external auricular canal"
C44299,"Other specified malignant neoplasm of skin of left ear and external auricular canal"
C44300,"Unspecified malignant neoplasm of skin of unspecified part of face"
C44301,"Unspecified malignant neoplasm of skin of nose"
C44309,"Unspecified malignant neoplasm of skin of other parts of face"
C44310,"Basal cell carcinoma of skin of unspecified parts of face"
C44311,"Basal cell carcinoma of skin of nose"
C44319,"Basal cell carcinoma of skin of other parts of face"
C44320,"Squamous cell carcinoma of skin of unspecified parts of face"
C44321,"Squamous cell carcinoma of skin of nose"
C44329,"Squamous cell carcinoma of skin of other parts of face"
C44390,"Other specified malignant neoplasm of skin of unspecified parts of face"
C44391,"Other specified malignant neoplasm of skin of nose"
C44399,"Other specified malignant neoplasm of skin of other parts of face"
C4440,"Unspecified malignant neoplasm of skin of scalp and neck"
C4441,"Basal cell carcinoma of skin of scalp and neck"
C4442,"Squamous cell carcinoma of skin of scalp and neck"
C4449,"Other specified malignant neoplasm of skin of scalp and neck"
C44500,"Unspecified malignant neoplasm of anal skin"
